delay,degree,conditions,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,visualstimulus.started,line1.started,line1.stopped,visualstimulus.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.7,120,exp,1,8,20,11,112.29042259999551,,112.27687589998823,112.29042259999551,113.29115289999754,113.29115289999754,113.29115289999754,114.30943919999117,space,1.0061540000024252,None,114.31090129999211,115.0224695999932,115.35405489998811,115.30919780000113,115.30926090000139,115.35405489998811,115.35405489998811,115.35405489998811,117.62304330000188,500,1,[2.3092587999999523],[2.3092834999988554],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,60,unexp,1,9,21,2,117.64013590000104,,117.62575449999713,117.64013590000104,118.63905539999541,118.63905539999541,118.63905539999541,119.09413509999285,space,0.45093849999830127,None,119.09554909999133,119.80293069999607,120.11847169999965,120.08775039999455,120.08779039999354,120.11847169999965,120.11847169999965,120.11847169999965,123.50785939999332,300,1,[3.4165096000069752],[3.4165353999997023],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,120,exp,1,10,22,3,123.53546549999737,,123.51030579999497,123.53546549999737,124.51782670000102,124.51782670000102,124.5344858999888,124.88597519999894,space,0.35821340000256896,None,124.88661289999436,125.00092409999343,125.3168527999951,125.28493670000171,125.28496949998953,125.3168527999951,125.3168527999951,125.3168527999951,128.62290499999654,500,1,[3.3349108999973396],[3.3349404000036884],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,120,exp,1,11,23,5,128.65087879999192,,128.6253132999991,128.65087879999192,129.63504699998884,129.63504699998884,129.65159239999775,130.15236110000114,space,0.5114508999977261,None,130.15311610000208,130.87029919998895,131.21581119998882,131.16948729999422,131.16954930000065,131.21581119998882,131.21581119998882,131.21581119998882,134.58276959999057,500,1,[3.4099961000028998],[3.4100087999977404],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,120,exp,2,0,24,3,134.5980380999972,,134.58381459998782,134.5980380999972,135.5825174999918,135.5825174999918,135.59935119999864,136.085253799989,space,0.49866160000965465,None,136.08625909998955,136.1994343999977,136.530442999996,136.48433919998934,136.484398399989,136.530442999996,136.530442999996,136.530442999996,140.10315629999968,200,1,[3.613731200006441],[3.6137966999958735],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,120,exp,2,1,25,5,140.1290173999878,,140.10669699999562,140.1290173999878,141.11456570000155,141.11456570000155,141.131550399994,141.64994269999443,space,0.5204239999875426,None,141.65111869999964,142.36484969999583,142.69551469999715,142.64898909999465,142.64904609999212,142.69551469999715,142.69551469999715,142.69551469999715,147.81687109998893,100,1,[5.163389099994674],[5.163415599992732],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,120,exp,2,2,26,8,147.84395359999326,,147.81925679999404,147.84395359999326,148.8296646999952,148.8296646999952,148.84646760000032,149.24678629999107,space,0.386452199993073,None,149.2480893999891,149.96288449999702,150.29307609998796,150.24674669999513,150.24680579999404,150.29307609998796,150.29307609998796,150.29307609998796,152.44618230000196,400,1,[2.1951505999895744],[2.1951781999960076],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,120,exp,2,3,27,11,152.4619445999997,,152.448593299996,152.4619445999997,153.4612475999893,153.4612475999893,153.4773994999996,153.9959028000012,space,0.5171379000094021,None,153.99695639999118,154.71025389998977,155.0244812000019,154.99399819999235,154.99404530000174,155.0244812000019,155.0244812000019,155.0244812000019,157.7298593000014,600,1,[2.7320428999955766],[2.7320722000004025],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.4,60,unexp,2,4,28,1,157.75734849998844,,157.73249789999682,157.75734849998844,158.7426231999998,158.7426231999998,158.75900309999997,159.2620872999978,space,0.5062630999891553,None,159.2633252999949,159.6756247000012,159.99025409999012,159.95963630000188,159.9596884999919,159.99025409999012,159.99025409999012,159.99025409999012,162.8425419999985,200,1,[2.878331200001412],[2.878369500002009],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,60,unexp,2,5,29,2,162.85808520000137,,162.8452469999902,162.85808520000137,163.85834589999286,163.85834589999286,163.85834589999286,164.88586829999986,space,1.0197691000066698,None,164.8871131999913,165.5904307000019,165.92054259999713,165.87432609999087,165.8744047999935,165.92054259999713,165.92054259999713,165.92054259999713,170.10579979998874,200,1,[4.228522899997188],[4.228541400007089],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.4,120,exp,2,6,30,10,170.12013229999866,,170.10717940000177,170.12013229999866,171.12048879999202,171.12048879999202,171.12048879999202,171.48871340000187,space,0.35858630000439007,None,171.4894873000012,171.9031518999982,172.21843889998854,172.18711829998938,172.1871581000014,172.21843889998854,172.21843889998854,172.21843889998854,174.27260289998958,300,1,[2.0827752000041073],[2.082790800006478],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,120,exp,2,7,31,6,174.28617089999898,,174.27517599999555,174.28617089999898,175.28679629998805,175.28679629998805,175.28679629998805,175.605424399997,space,0.3069312000006903,None,175.60711979999905,175.72072109999135,176.05174019999686,176.0048800999939,176.0049383000005,176.05174019999686,176.05174019999686,176.05174019999686,179.55756419998943,50,1,[3.5478860000002896],[3.5479311000090092],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.4,120,exp,2,8,32,4,179.58397669999977,,179.56071439999505,179.58397669999977,180.56948320000083,180.56948320000083,180.58562349999556,181.42176359999576,space,0.8423296000109985,None,181.42290059999505,181.8367969999963,182.16666180000175,182.1208431999985,182.120900599999,182.16666180000175,182.16666180000175,182.16666180000175,184.5856633999938,50,1,[2.460134499997366],[2.4601582000032067],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,120,exp,2,9,33,9,184.60118699999293,,184.58828879999055,184.60118699999293,185.60106889999588,185.60106889999588,185.60106889999588,186.34002649999456,space,0.7290497000067262,None,186.34130169999844,186.45084969999152,186.78192419999687,186.7353291999898,186.73542250000173,186.78192419999687,186.78192419999687,186.78192419999687,190.90081929998996,100,1,[4.16080630000215],[4.160843200006639],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,60,unexp,2,10,34,0,190.93060799999512,,190.90483709999535,190.93060799999512,191.91622239998833,191.91622239998833,191.93213589998777,192.68435939999472,space,0.7552144000073895,None,192.68552259998978,192.79831669999112,193.12989169999491,193.08303909999086,193.0830977000005,193.12989169999491,193.12989169999491,193.12989169999491,195.5656908999954,100,1,[2.4779501000011805],[2.4779757000069367],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.4,120,exp,2,11,35,7,195.58060619999014,,195.56834479999088,195.58060619999014,196.58200709999073,196.58200709999073,196.58200709999073,197.81575369999337,space,1.2277124999964144,None,197.81686569999147,198.23047169999336,198.5614976999932,198.51490090000152,198.5149581000005,198.5614976999932,198.5614976999932,198.5614976999932,201.38047419999202,300,1,[2.8610398000018904],[2.861065899996902],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,120,exp,3,0,36,3,201.39584209999884,,201.3831174999941,201.39584209999884,202.39642169998842,202.39642169998842,202.39642169998842,202.9317219999939,space,0.5309770000021672,None,202.93289039999945,203.04601349998848,203.3765155000001,203.33008609998797,203.33017380000092,203.3765155000001,203.3765155000001,203.3765155000001,206.216652099989,100,1,[2.8821220000099856],[2.8821537000039825],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.4,60,unexp,3,1,37,1,206.24371999999858,,206.2190411999909,206.24371999999858,207.22719579999102,207.22719579999102,207.2441337999917,207.56441549999,space,0.33219860000826884,None,207.56571979999717,207.97673489998851,208.3082754999923,208.26228509999055,208.26235469999665,208.3082754999923,208.3082754999923,208.3082754999923,211.22783499999787,200,1,[2.9605550000123912],[2.9605835000111256],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,120,exp,3,2,38,8,211.2572700999881,,211.23077629999898,211.2572700999881,212.24220849999983,212.24220849999983,212.2589680999954,212.9303615999961,space,0.6844739000080153,None,212.93151929999294,213.6425256999937,213.97328409999318,213.92678139999043,213.926839199994,213.97328409999318,213.97328409999318,213.97328409999318,216.30192679999163,600,1,[2.3704889999935403],[2.3705160999961663],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,120,exp,3,3,39,6,216.32257689999824,,216.30547469999874,216.32257689999824,217.30756349999865,217.30756349999865,217.32433740000124,217.91077170000062,space,0.593712100002449,None,217.9120724999957,218.0243952000019,218.35566709999694,218.30883229999745,218.30889039998874,218.35566709999694,218.35566709999694,218.35566709999694,222.00651399999333,100,1,[3.6934925000095973],[3.693517100007739],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.4,120,exp,3,4,40,4,222.02329979999922,,222.00936440000078,222.02329979999922,223.02219029999105,223.02219029999105,223.02219029999105,223.74141629999212,space,0.71136590000242,None,223.74256669999158,224.15664359999937,224.50324349998846,224.45673949999036,224.45679830000154,224.50324349998846,224.50324349998846,224.50324349998846,229.7076495999936,100,1,[5.246591399991303],[5.246620999998413],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,60,unexp,3,5,41,2,229.73478289999184,,229.71001889999025,229.73478289999184,230.72004580000066,230.72004580000066,230.7367183999886,231.08844839999801,space,0.3645587000064552,None,231.08946370000194,231.80249760000152,232.13429929999984,232.08766259999538,232.08772539999336,232.13429929999984,232.13429929999984,232.13429929999984,234.47060970000166,700,1,[2.377748300001258],[2.3777735000039684],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.4,120,exp,3,6,42,7,234.48526380000112,,234.47307189999265,234.48526380000112,235.48523209999257,235.48523209999257,235.50195859999803,236.1857721999986,space,0.6680664000014076,None,236.18695049999224,236.60090229999332,236.93242669999017,236.88638219999848,236.88653730000078,236.93242669999017,236.93242669999017,236.93242669999017,239.61807539999427,100,1,[2.7270223000086844],[2.727046200001496],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,120,exp,3,7,43,11,239.63367850000213,,239.62107470000046,239.63367850000213,240.6352795999992,240.6352795999992,240.6352795999992,241.05310999999347,space,0.4052283999917563,None,241.05446079999092,241.76706009999907,242.0987674999924,242.05282199999783,242.05288659999496,242.0987674999924,242.0987674999924,242.0987674999924,244.95146260000183,600,1,[2.8941331000096397],[2.8941976000060095],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,120,exp,3,8,44,5,244.9801487999939,,244.95493429999624,244.9801487999939,245.96390699999756,245.96390699999756,245.9818011999887,246.55053119998774,space,0.5761455000028946,None,246.55166729999473,247.2645332999964,247.596418000001,247.54946829999972,247.5495651999954,247.596418000001,247.596418000001,247.596418000001,250.21877449999738,500,1,[2.664717399995425],[2.664747599992552],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.4,120,exp,3,9,45,10,250.24517280000146,,250.22122049999598,250.24517280000146,251.23088639999332,251.23088639999332,251.24736409999605,251.58256979999715,space,0.33807399999932386,None,251.583799,251.99638099998992,252.3281902999879,252.28180269998848,252.28186209998967,252.3281902999879,252.3281902999879,252.3281902999879,255.31752589999815,100,1,[3.030762800000957],[3.0308035999914864],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,120,exp,3,10,46,9,255.34439379999822,,255.32077109999955,255.34439379999822,256.3295883999963,256.3295883999963,256.3460328999936,256.59897409999394,space,0.25531799999589566,None,256.60029689999647,256.71229579999635,257.0433430999983,256.9965707999945,256.9966284999973,257.0433430999983,257.0433430999983,257.0433430999983,259.6153278999991,100,1,[2.6143157000042265],[2.6143424000038067],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,60,unexp,3,11,47,0,259.64389039999514,,259.6182062000007,259.64389039999514,260.6268615000008,260.6268615000008,260.64455859999,260.92952589999186,space,0.2925388000003295,None,260.93058980000205,261.0419211999979,261.3755298999895,261.3287593999994,261.32881639999687,261.3755298999895,261.3755298999895,261.3755298999895,263.54414969999925,100,1,[2.21124800000689],[2.2112726000050316],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.7,120,exp,4,0,48,5,263.5597093999968,,263.5466042999906,263.5597093999968,264.56711659999564,264.56711659999564,264.59089379999205,264.91643659998954,space,0.31354170000122394,None,264.917509699997,265.62463029999344,265.93957560000126,265.90964329999406,265.9096864999883,265.93957560000126,265.93957560000126,265.93957560000126,268.12568929999543,100,1,[2.2125968000036664],[2.212621400001808],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,120,exp,4,1,49,3,268.14159069999005,,268.12803179999173,268.14159069999005,269.14153090000036,269.14153090000036,269.14153090000036,269.4440486999956,space,0.28765510000812355,None,269.4452397999994,269.5600154999993,269.9060943999939,269.86866239999654,269.86875539999164,269.9060943999939,269.9060943999939,269.9060943999939,272.12771169999905,100,1,[2.2542739000055008],[2.2543031999957748],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,120,exp,4,2,50,9,272.1553772999905,,272.13004170000204,272.1553772999905,273.14053520000016,273.14053520000016,273.15657429999555,273.4118787999905,space,0.2666634999914095,None,273.4133881999878,273.5233994000009,273.85511140000017,273.8087940999976,273.80886059999466,273.85511140000017,273.85511140000017,273.85511140000017,277.222998799989,100,1,[3.4096998999884818],[3.409723299992038],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.1,120,exp,4,3,51,6,277.2390464999917,,277.2255499000021,277.2390464999917,278.2383790999884,278.2383790999884,278.2383790999884,280.78863219999766,space,2.5196069999947213,None,280.7898062000022,280.9041971999977,281.2355838999938,281.1890866999893,281.1891747999907,281.2355838999938,281.2355838999938,281.2355838999938,284.23857839999255,100,1,[3.0448254000075394],[3.044866700001876],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
0.4,120,exp,4,4,52,4,284.25316849999945,,284.2411674999894,284.25316849999945,285.25306839999394,285.25306839999394,285.25306839999394,285.9897285999905,space,0.7334741000086069,None,285.990902199992,286.4032215999905,286.7338835999981,286.6870898999914,286.68714969999564,286.7338835999981,286.7338835999981,286.7338835999981,289.1706919999997,100,1,[2.478891899998416],[2.478918300010264],01,001,2023-11-07_16h24.20.265,intentionalbindingtask,2023.2.3,59.826002054005954,2023-11-07 16h24.35.735049 +0530,
